Claim ID,Customer,Month,WeekOfMonth,DayOfWeek,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Fault,FraudFound_P,RepNumber,Days_Policy_Accident,Days_Policy_Claim,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,BasePolicy,Vehicle Class,AccidentArea,Age,Product Name,VehiclePrice,DriverRating,AgeOfVehicle
CLM1000006935,SE44262,Jun,2,Monday,Wednesday,Jun,3,Third Party,0,14,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Urban,53,Sedan - Collision,20000 to 29000,3,7 years
CLM1000006936,GO86980,Oct,3,Wednesday,Tuesday,Oct,4,Policy Holder,0,15,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Two-Door Car,Rural,35,Sedan - Collision,30000 to 39000,4,6 years
CLM1000006937,ZB69355,Nov,2,Saturday,Tuesday,Jan,3,Policy Holder,0,8,more than 30,more than 30,No,No,External,none,2 to 3 years,All Perils,Sports Car,Urban,46,Sedan - All Perils,20000 to 29000,1,more than 7
CLM1000006938,TM12486,Nov,4,Saturday,Wednesday,Jan,4,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Rural,0,Sedan - All Perils,more than 69000,2,new
CLM1000006939,NB86870,Feb,3,Sunday,Wednesday,Mar,2,Third Party,0,5,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,0,Sedan - All Perils,more than 69000,1,new
CLM1000006940,SS12362,Feb,2,Tuesday,Wednesday,Feb,2,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,41,Sedan - Collision,less than 20000,2,7 years
CLM1000006941,VW58299,Feb,2,Tuesday,Tuesday,Feb,2,Policy Holder,0,6,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,SUV,Urban,24,Sedan - All Perils,20000 to 29000,1,5 years
CLM1000006942,TG37039,Jan,2,Monday,Thursday,Jan,2,Policy Holder,0,1,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,61,Sedan - Collision,20000 to 29000,1,more than 7
CLM1000006943,RO25639,Nov,2,Thursday,Friday,Nov,2,Policy Holder,0,3,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Four-Door Car,Urban,51,Sedan - Liability,30000 to 39000,2,6 years
CLM1000006944,JK35644,Oct,4,Monday,Thursday,Oct,4,Policy Holder,0,1,8 to 15,15 to 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,23,Sedan - Collision,less than 20000,2,5 years
CLM1000006945,DK69871,Oct,4,Tuesday,Wednesday,Oct,4,Third Party,0,9,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,40,Sedan - Collision,more than 69000,1,6 years
CLM1000006946,OU43146,Jun,4,Thursday,Thursday,Jun,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Luxury SUV,Urban,42,Sedan - Collision,20000 to 29000,4,3 years
CLM1000006947,KN47424,Jun,4,Thursday,Friday,Jun,4,Third Party,0,5,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,40,Sedan - All Perils,30000 to 39000,2,more than 7
CLM1000006948,ZX80668,Jun,4,Wednesday,Thursday,Jun,4,Third Party,0,6,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Rural,53,Sedan - Collision,40000 to 59000,3,more than 7
CLM1000006949,OI80614,Jun,3,Friday,Friday,Jun,3,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Rural,45,Sedan - Collision,more than 69000,1,7 years
CLM1000006950,JA44693,Apr,4,Friday,Tuesday,Apr,4,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,46,Utility - All Perils,40000 to 59000,1,7 years
CLM1000006951,FI61059,Apr,1,Wednesday,Tuesday,Apr,2,Policy Holder,0,9,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,67,Sedan - All Perils,less than 20000,1,more than 7
CLM1000006952,ZF81243,Apr,1,Thursday,Thursday,Apr,1,Third Party,0,3,more than 30,more than 30,No,No,External,none,4 to 8 years,All Perils,Four-Door Car,Urban,54,Utility - All Perils,more than 69000,1,more than 7
CLM1000006953,XD19934,Mar,3,Thursday,Tuesday,Mar,5,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Rural,43,Sedan - All Perils,more than 69000,4,more than 7
CLM1000006954,TA77711,Mar,1,Saturday,Saturday,Mar,1,Policy Holder,0,8,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,SUV,Urban,32,Sedan - All Perils,20000 to 29000,1,7 years
CLM1000006955,PS92059,Feb,1,Thursday,Monday,Feb,1,Policy Holder,0,3,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,73,Sedan - All Perils,20000 to 29000,4,6 years
CLM1000006956,TT19625,Oct,1,Wednesday,Thursday,Oct,3,Third Party,0,11,more than 30,more than 30,No,No,External,none,no change,Collision,Luxury Car,Urban,52,Sedan - Collision,20000 to 29000,3,7 years
CLM1000006957,EV95033,Dec,4,Friday,Wednesday,Jan,1,Policy Holder,0,5,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Two-Door Car,Urban,39,Sedan - Collision,20000 to 29000,1,6 years
CLM1000006958,CS30775,Oct,4,Sunday,Monday,Oct,4,Policy Holder,0,4,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Two-Door Car,Urban,50,Sedan - All Perils,20000 to 29000,4,6 years
CLM1000006959,CI51999,Oct,4,Monday,Monday,Oct,4,Third Party,0,12,more than 30,more than 30,No,No,Internal,none,no change,Liability,SUV,Urban,63,Sedan - Liability,20000 to 29000,1,more than 7
CLM1000006960,HK96298,Oct,2,Thursday,Thursday,Jan,2,Policy Holder,0,12,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,33,Sedan - Collision,20000 to 29000,4,6 years
CLM1000006961,UO59377,Aug,4,Saturday,Wednesday,Aug,5,Policy Holder,0,12,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,42,Utility - All Perils,more than 69000,4,5 years
CLM1000006962,OU99581,Aug,4,Sunday,Tuesday,Aug,4,Policy Holder,0,11,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,47,Sedan - All Perils,more than 69000,3,more than 7
CLM1000006963,SN63066,Aug,3,Tuesday,Tuesday,Aug,3,Policy Holder,0,13,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Luxury Car,Urban,33,Sedan - All Perils,20000 to 29000,1,7 years
CLM1000006964,DK92504,Jun,3,Friday,Monday,Jun,3,Third Party,0,9,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Luxury Car,Urban,26,Sedan - Collision,20000 to 29000,2,7 years
CLM1000006965,DW72437,Jun,2,Sunday,Wednesday,Jun,4,Policy Holder,0,10,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Two-Door Car,Urban,28,Sedan - Liability,less than 20000,1,7 years
CLM1000006966,GE49670,May,2,Tuesday,Thursday,May,2,Policy Holder,0,12,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,26,Sedan - Liability,20000 to 29000,3,6 years
CLM1000006967,TK38409,May,2,Sunday,Tuesday,May,3,Policy Holder,0,14,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,46,Sedan - Collision,20000 to 29000,3,more than 7
CLM1000006968,OD89873,May,1,Friday,Monday,May,2,Policy Holder,0,5,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,33,Sedan - Collision,more than 69000,1,7 years
CLM1000006969,KW41658,Mar,5,Monday,Tuesday,Apr,1,Policy Holder,0,12,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,34,Sedan - All Perils,30000 to 39000,3,7 years
CLM1000006970,UZ35113,Mar,3,Wednesday,Monday,Mar,4,Third Party,0,6,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,45,Sedan - All Perils,30000 to 39000,3,7 years
CLM1000006971,HO81102,Feb,1,Friday,Monday,Feb,2,Policy Holder,0,3,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,27,Sedan - All Perils,less than 20000,2,6 years
CLM1000006972,SM42781,Feb,1,Saturday,Monday,Feb,2,Third Party,0,14,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Luxury SUV,Urban,57,Sedan - All Perils,less than 20000,2,more than 7
CLM1000006973,TB40283,Jul,4,Sunday,Monday,Sep,1,Third Party,0,12,more than 30,more than 30,No,No,External,none,4 to 8 years,Collision,SUV,Urban,52,Sedan - Collision,30000 to 39000,2,more than 7
CLM1000006974,CR76145,Apr,2,Saturday,Tuesday,Apr,2,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,59,Sedan - All Perils,20000 to 29000,2,more than 7
CLM1000006975,TK45392,Mar,2,Friday,Tuesday,Apr,1,Third Party,0,10,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,48,Sedan - Collision,60000 to 69000,3,more than 7
CLM1000006976,JN78502,Mar,2,Saturday,Monday,Mar,2,Policy Holder,0,9,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,SUV,Rural,44,Sedan - Liability,20000 to 29000,2,more than 7
CLM1000006977,KZ60207,Feb,2,Thursday,Friday,Feb,2,Policy Holder,0,5,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,68,Sedan - Collision,30000 to 39000,4,more than 7
CLM1000006978,BR50492,Feb,2,Wednesday,Wednesday,Feb,3,Third Party,0,10,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,50,Sedan - All Perils,20000 to 29000,3,7 years
CLM1000006979,ES21306,Feb,2,Wednesday,Friday,Mar,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,35,Sedan - Collision,20000 to 29000,1,6 years
CLM1000006980,AT29024,Feb,2,Wednesday,Thursday,Feb,2,Policy Holder,0,16,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,31,Sedan - Collision,20000 to 29000,4,7 years
CLM1000006981,NP23146,Feb,2,Tuesday,Tuesday,Feb,2,Third Party,0,9,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Two-Door Car,Urban,27,Sedan - Liability,20000 to 29000,1,5 years
CLM1000006982,SY48471,Apr,2,Saturday,Wednesday,Apr,2,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,75,Sedan - Collision,30000 to 39000,3,more than 7
CLM1000006983,GJ47397,Mar,4,Monday,Thursday,Apr,2,Third Party,0,7,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,SUV,Urban,42,Sedan - Collision,30000 to 39000,1,7 years
CLM1000006984,CE69971,Mar,4,Tuesday,Monday,Mar,5,Policy Holder,0,3,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Rural,36,Sedan - All Perils,30000 to 39000,2,more than 7
CLM1000006985,GM54859,Mar,4,Tuesday,Tuesday,Mar,4,Third Party,0,2,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Two-Door Car,Urban,54,Sedan - Liability,30000 to 39000,3,more than 7
CLM1000006986,WY27579,Feb,4,Wednesday,Tuesday,Mar,1,Third Party,0,9,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Two-Door Car,Urban,34,Sedan - Collision,20000 to 29000,4,7 years
CLM1000006987,ZT87452,Feb,3,Monday,Tuesday,Mar,1,Policy Holder,0,16,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,39,Sedan - All Perils,less than 20000,2,5 years
CLM1000006988,JM35350,Feb,2,Wednesday,Thursday,Feb,2,Third Party,1,1,more than 30,more than 30,No,No,External,1 to 2,2 to 3 years,Collision,Two-Door Car,Urban,45,Sedan - Collision,20000 to 29000,2,6 years
CLM1000006989,PT40521,Jan,4,Thursday,Monday,Jan,5,Policy Holder,0,8,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,SUV,Rural,35,Sedan - All Perils,more than 69000,1,6 years
CLM1000006990,TN71469,Jan,4,Monday,Thursday,Jun,2,Third Party,0,11,1 to 7,more than 30,No,No,External,none,no change,Collision,SUV,Urban,50,Sedan - Collision,20000 to 29000,3,7 years
CLM1000006991,GE26813,Oct,2,Friday,Monday,Oct,2,Policy Holder,1,10,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,60,Sedan - All Perils,20000 to 29000,4,more than 7
CLM1000006992,LU37653,Jan,4,Wednesday,Monday,Jan,5,Policy Holder,0,16,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,26,Sedan - Collision,30000 to 39000,3,6 years
CLM1000006993,QW40254,Jan,3,Tuesday,Thursday,Jan,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,65,Utility - All Perils,more than 69000,1,more than 7
CLM1000006994,MH76107,Oct,2,Friday,Thursday,Oct,2,Policy Holder,1,9,more than 30,more than 30,No,No,External,none,4 to 8 years,All Perils,Sports Car,Urban,30,Sedan - All Perils,less than 20000,3,6 years
CLM1000006995,ZH28728,Jan,3,Tuesday,Friday,Jan,5,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,28,Sedan - All Perils,less than 20000,1,5 years
CLM1000006996,SF29524,Jan,2,Wednesday,Thursday,Jan,2,Third Party,0,3,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,42,Sedan - All Perils,20000 to 29000,3,7 years
CLM1000006997,WT21922,Jan,2,Wednesday,Thursday,Jan,2,Third Party,0,7,more than 30,more than 30,No,No,External,none,no change,Collision,Sports Car,Urban,41,Sedan - Collision,20000 to 29000,1,7 years
CLM1000006998,WZ56476,Jan,2,Tuesday,Wednesday,Jan,2,Policy Holder,0,3,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,28,Sedan - Collision,30000 to 39000,1,7 years
CLM1000006999,PP62909,Aug,3,Wednesday,Monday,Sep,3,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Liability,Sports Car,Urban,41,Sedan - Liability,30000 to 39000,1,7 years
CLM1000007000,XY57950,Oct,1,Monday,Monday,Jan,2,Policy Holder,0,2,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,49,Sedan - All Perils,20000 to 29000,3,more than 7
CLM1000007001,RA97108,Aug,2,Sunday,Wednesday,Jan,2,Third Party,0,10,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Rural,32,Sedan - Collision,20000 to 29000,2,6 years
CLM1000007002,LT57545,Feb,4,Tuesday,Thursday,Feb,4,Third Party,0,10,more than 30,more than 30,No,Yes,External,1 to 2,no change,Collision,Four-Door Car,Urban,28,Sport - Collision,more than 69000,4,5 years
CLM1000007003,MM97107,Feb,4,Wednesday,Wednesday,Feb,4,Policy Holder,0,16,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,34,Sedan - Liability,40000 to 59000,4,6 years
CLM1000007004,PO26937,Feb,2,Monday,Monday,Feb,2,Policy Holder,0,5,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,42,Sedan - Liability,30000 to 39000,4,more than 7
CLM1000007005,GJ99406,Feb,3,Monday,Tuesday,Feb,4,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,42,Sedan - Liability,30000 to 39000,4,more than 7
CLM1000007006,LU86185,Feb,1,Tuesday,Wednesday,Feb,1,Policy Holder,0,13,more than 30,more than 30,No,No,External,none,no change,Liability,Sports Car,Urban,0,Sedan - Liability,more than 69000,4,new
CLM1000007007,RO82935,Jan,5,Monday,Tuesday,Feb,1,Third Party,0,9,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,28,Sport - Collision,more than 69000,3,6 years
CLM1000007008,SC47383,Jan,2,Friday,Monday,Jan,2,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,1 year,All Perils,Four-Door Car,Urban,0,Sedan - All Perils,more than 69000,3,new
CLM1000007009,LV27997,Jan,1,Thursday,Friday,Jan,2,Third Party,0,4,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,31,Sport - Collision,more than 69000,2,6 years
CLM1000007010,RJ32720,Dec,2,Sunday,Monday,Dec,2,Policy Holder,0,10,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,36,Sedan - All Perils,20000 to 29000,3,7 years
CLM1000007011,KR90607,Dec,1,Friday,Wednesday,Jan,1,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,34,Sedan - All Perils,less than 20000,1,7 years
CLM1000007012,PZ95949,Aug,4,Friday,Thursday,Feb,2,Policy Holder,0,16,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,32,Sedan - Liability,20000 to 29000,3,7 years
CLM1000007013,GI25850,Jul,4,Wednesday,Thursday,Aug,1,Policy Holder,0,11,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,30,Sedan - All Perils,20000 to 29000,4,7 years
CLM1000007014,QH60569,Jan,1,Saturday,Friday,Jan,2,Third Party,0,1,more than 30,more than 30,No,No,External,none,no change,All Perils,Two-Door Car,Urban,57,Sedan - All Perils,20000 to 29000,1,more than 7
CLM1000007015,II27516,Jan,1,Sunday,Tuesday,Jan,2,Policy Holder,0,3,more than 30,more than 30,No,No,External,none,4 to 8 years,All Perils,Two-Door Car,Urban,52,Sedan - All Perils,less than 20000,4,more than 7
CLM1000007016,QI21338,Dec,5,Thursday,Tuesday,Jan,1,Policy Holder,0,3,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,30,Sedan - Collision,30000 to 39000,3,7 years
CLM1000007017,HG83893,Dec,4,Sunday,Monday,Jan,1,Third Party,0,14,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,SUV,Urban,38,Sedan - All Perils,20000 to 29000,4,7 years
CLM1000007018,RN66346,Dec,3,Wednesday,Tuesday,Jan,3,Policy Holder,0,8,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,44,Sedan - Liability,30000 to 39000,4,more than 7
CLM1000007019,RS53995,Oct,2,Saturday,Monday,Oct,4,Policy Holder,1,5,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Two-Door Car,Urban,19,Sedan - All Perils,20000 to 29000,1,3 years
CLM1000007020,TD90177,Oct,2,Saturday,Thursday,Oct,3,Third Party,0,6,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Four-Door Car,Urban,28,Sedan - Liability,20000 to 29000,2,6 years
CLM1000007021,FP11025,Dec,3,Monday,Wednesday,Jan,2,Policy Holder,0,11,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,59,Sedan - All Perils,20000 to 29000,1,more than 7
CLM1000007022,SA62385,Dec,4,Sunday,Wednesday,Feb,3,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,56,Sedan - Liability,20000 to 29000,4,more than 7
CLM1000007023,NL68893,Oct,2,Saturday,Tuesday,Oct,2,Third Party,0,7,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,41,Sport - Collision,more than 69000,1,7 years
CLM1000007024,LA31975,Dec,5,Thursday,Wednesday,Jan,1,Third Party,0,8,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Luxury SUV,Urban,41,Sedan - Liability,more than 69000,2,7 years
CLM1000007025,RM31359,Dec,5,Tuesday,Tuesday,Jan,1,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,31,Sedan - All Perils,30000 to 39000,2,5 years
CLM1000007026,WM19996,Dec,5,Tuesday,Friday,Jan,2,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,29,Sedan - Liability,20000 to 29000,4,6 years
CLM1000007027,SU32452,Dec,5,Friday,Tuesday,Jan,1,Policy Holder,0,16,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,58,Sedan - All Perils,more than 69000,3,more than 7
CLM1000007028,MZ79386,Jan,1,Sunday,Friday,Jan,4,Policy Holder,0,16,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,33,Sedan - Collision,30000 to 39000,3,7 years
CLM1000007029,OY15095,Dec,5,Friday,Wednesday,Jan,1,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,32,Sedan - Collision,20000 to 29000,2,7 years
CLM1000007030,UV99893,Jan,1,Tuesday,Tuesday,Jan,1,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,27,Sedan - Liability,30000 to 39000,4,6 years
CLM1000007031,LD48189,Jan,1,Tuesday,Tuesday,Jan,1,Policy Holder,0,6,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,24,Sedan - Collision,20000 to 29000,1,6 years
CLM1000007032,EK13316,Jan,2,Friday,Friday,Jan,2,Policy Holder,0,15,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Four-Door Car,Urban,32,Sedan - Liability,20000 to 29000,2,7 years
CLM1000007033,FE82005,Jan,1,Thursday,Tuesday,Jan,2,Policy Holder,0,15,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Rural,50,Sedan - Liability,more than 69000,4,7 years
CLM1000007034,BL44708,Jan,1,Thursday,Monday,Jan,2,Policy Holder,0,1,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Two-Door Car,Rural,30,Sedan - All Perils,20000 to 29000,3,5 years
CLM1000007035,PQ65328,Jan,2,Monday,Wednesday,Jan,2,Third Party,0,13,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,46,Sport - Collision,more than 69000,1,more than 7
CLM1000007036,AA56476,Jan,2,Monday,Wednesday,Jan,2,Policy Holder,0,14,more than 30,more than 30,No,No,External,none,4 to 8 years,All Perils,Four-Door Car,Urban,0,Sedan - All Perils,more than 69000,1,new
CLM1000007037,BL66157,Jan,2,Tuesday,Thursday,Jan,3,Policy Holder,0,15,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,51,Sedan - All Perils,30000 to 39000,3,6 years
CLM1000007038,SN26999,Jan,2,Tuesday,Wednesday,Jan,4,Third Party,0,6,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,31,Sedan - Liability,more than 69000,2,7 years
CLM1000007039,TS81548,Jan,3,Saturday,Tuesday,Jan,3,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,2 to 3 years,Liability,Four-Door Car,Urban,61,Sedan - Liability,20000 to 29000,2,6 years
CLM1000007040,DY34902,Jan,3,Saturday,Monday,Jan,3,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,24,Sedan - All Perils,20000 to 29000,1,6 years
CLM1000007041,SX75100,Jan,3,Thursday,Friday,Jan,5,Third Party,0,2,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Urban,47,Sedan - Collision,20000 to 29000,3,more than 7
CLM1000007042,LZ98529,Jan,4,Friday,Thursday,Jan,4,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,34,Sedan - All Perils,20000 to 29000,4,7 years
CLM1000007043,FM10372,Jan,4,Saturday,Wednesday,Jan,4,Third Party,0,10,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Urban,39,Sedan - Collision,30000 to 39000,1,7 years
CLM1000007044,QX54666,Oct,2,Sunday,Monday,Oct,2,Policy Holder,1,14,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,56,Sedan - All Perils,more than 69000,3,7 years
CLM1000007045,FR48094,Jan,4,Sunday,Monday,Jan,4,Third Party,0,8,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,54,Sedan - All Perils,more than 69000,3,7 years
CLM1000007046,FH61723,Jan,4,Tuesday,Wednesday,Feb,1,Third Party,0,13,more than 30,more than 30,No,No,External,none,no change,All Perils,Two-Door Car,Urban,40,Sedan - All Perils,20000 to 29000,3,more than 7
CLM1000007047,QY83498,Jan,5,Monday,Tuesday,Feb,1,Policy Holder,0,14,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,36,Sedan - Liability,20000 to 29000,1,more than 7
CLM1000007048,GC81619,Oct,2,Sunday,Tuesday,Oct,2,Third Party,0,11,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,28,Sedan - All Perils,30000 to 39000,1,6 years
CLM1000007049,BD84823,Feb,1,Thursday,Thursday,Feb,1,Policy Holder,0,16,1 to 7,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,46,Sedan - Liability,30000 to 39000,3,more than 7
CLM1000007050,EU78163,Oct,2,Sunday,Tuesday,Oct,2,Policy Holder,1,9,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,39,Sedan - Collision,20000 to 29000,3,7 years
CLM1000007051,FD34314,Mar,1,Sunday,Wednesday,Mar,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Rural,31,Sedan - Collision,20000 to 29000,3,6 years
CLM1000007052,HS74723,Oct,2,Sunday,Saturday,Oct,4,Policy Holder,1,13,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Luxury SUV,Urban,18,Sedan - All Perils,20000 to 29000,4,2 years
CLM1000007053,LX27768,Oct,2,Sunday,Monday,Oct,2,Policy Holder,1,3,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,49,Sedan - All Perils,more than 69000,2,more than 7
CLM1000007054,YB91420,Jan,1,Thursday,Monday,Jan,2,Third Party,0,3,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,74,Sport - Collision,more than 69000,2,more than 7
CLM1000007055,QA45054,Jan,1,Thursday,Thursday,Jan,2,Policy Holder,0,7,more than 30,more than 30,No,No,External,more than 5,no change,Liability,SUV,Urban,29,Sedan - Liability,20000 to 29000,2,6 years
CLM1000007056,CO53758,Jan,2,Monday,Monday,Jan,2,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,35,Sedan - Collision,20000 to 29000,2,7 years
CLM1000007057,CW57656,Jan,2,Sunday,Monday,Jan,3,Third Party,0,11,more than 30,more than 30,No,No,External,none,4 to 8 years,Liability,Four-Door Car,Urban,64,Sedan - Liability,30000 to 39000,3,more than 7
CLM1000007058,MR22119,Jan,2,Monday,Wednesday,Jan,2,Policy Holder,0,5,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,SUV,Urban,27,Sedan - Collision,40000 to 59000,3,7 years
CLM1000007059,DI22093,Jan,2,Wednesday,Wednesday,Jan,3,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,54,Sedan - All Perils,more than 69000,2,more than 7
CLM1000007060,PQ35034,Jan,2,Tuesday,Wednesday,Jan,2,Third Party,0,6,more than 30,more than 30,No,No,External,none,no change,Collision,Two-Door Car,Urban,41,Sedan - Collision,30000 to 39000,1,7 years
